stop_pattern_id,stop_id,stop_sequence,timepoint
510_0_20260419,1552,21,0
510_0_20260419,1554,22,0
510_0_20260419,1556,23,0
510_0_20260419,1558,24,0
510_0_20260419,1604,25,0
510_0_20260419,1606,26,0
510_0_20260419,1608,27,0
510_0_20260419,1610,28,0
510_0_20260419,1612,29,0
510_0_20260419,1614,30,0
510_0_20260419,1616,31,0
510_0_20260419,1618,32,0
510_0_20260419,1620,33,0
510_0_20260419,1560,34,1
510_1_20260419,1536,0,1
510_1_20260419,1538,1,0
510_1_20260419,1540,2,0
510_1_20260419,1542,3,0
510_1_20260419,1544,4,0
510_1_20260419,1546,5,0
510_1_20260419,1548,6,0
510_1_20260419,1550,7,0
510_1_20260419,1552,8,0
510_1_20260419,1554,9,0
510_1_20260419,1556,10,1
510_1_20260419,1558,11,0
510_1_20260419,1604,12,0
510_1_20260419,1606,13,0
510_1_20260419,1608,14,0
510_1_20260419,1610,15,0
510_1_20260419,1612,16,0
510_1_20260419,1614,17,0
510_1_20260419,1616,18,0
510_1_20260419,1618,19,0
510_1_20260419,1620,20,0
510_1_20260419,1560,21,1
510_1_20260419,1562,22,0
510_1_20260419,1564,23,0
510_1_20260419,1566,24,0
14_0_20260419,7519,23,0
14_0_20260419,7518,24,0
14_0_20260419,7517,25,0
14_0_20260419,7515,26,0
14_0_20260419,7514,27,0
14_0_20260419,7512,28,0
14_0_20260419,5000,29,1
14_0_20260419,5002,30,0
14_0_20260419,5515,31,0
14_0_20260419,5006,32,0
14_0_20260419,5008,33,0
14_0_20260419,5010,34,0
14_0_20260419,5012,35,0
14_0_20260419,5014,36,0
14_0_20260419,5111,37,0
14_0_20260419,5112,38,0
14_0_20260419,5113,39,1
14_0_20260419,5115,40,0
14_0_20260419,5116,41,0
14_0_20260419,5117,42,0
14_0_20260419,5118,43,0
14_0_20260419,5119,44,0
14_0_20260419,5120,45,0
14_0_20260419,5121,46,0
14_0_20260419,5123,47,0
14_0_20260419,5124,48,1
14_0_20260419,5125,49,0
14_0_20260419,5126,50,0
14_0_20260419,5127,51,0
14_0_20260419,5128,52,0
14_0_20260419,5129,53,0
14_0_20260419,5130,54,0
14_0_20260419,5131,55,0
14_0_20260419,5132,56,0
14_0_20260419,5133,57,0
14_0_20260419,5134,58,0
14_0_20260419,5135,59,0
14_0_20260419,4136,60,1
14_0_20260419,4139,61,1
14_0_20260419,5323,62,0
14_0_20260419,5324,63,0
14_0_20260419,4333,64,1
868_0_20260419,9136,0,1
868_0_20260419,9951,1,0
868_0_20260419,9953,2,0
868_0_20260419,9954,3,0
868_0_20260419,9955,4,0
868_0_20260419,9956,5,0
868_0_20260419,9957,6,0
868_0_20260419,9958,7,0
868_0_20260419,9959,8,0
868_0_20260419,9973,9,0
868_0_20260419,9960,10,0
868_0_20260419,9961,11,0
868_0_20260419,9962,12,0
868_0_20260419,9963,13,0
868_0_20260419,9964,14,0
868_0_20260419,9965,15,0
868_0_20260419,9966,16,0
868_0_20260419,9967,17,0
868_0_20260419,9968,18,0
868_0_20260419,9969,19,0
868_0_20260419,9970,20,0
868_0_20260419,8971,21,0
868_0_20260419,8970,22,0
868_0_20260419,8969,23,0
868_0_20260419,8968,24,0
868_0_20260419,8967,25,0
868_0_20260419,9977,26,0
868_0_20260419,9978,27,0
868_0_20260419,9979,28,0
868_0_20260419,9980,29,0
868_0_20260419,9981,30,0
868_0_20260419,9982,31,0
868_0_20260419,9983,32,0
868_0_20260419,9984,33,0
868_0_20260419,9985,34,1
37_0_20260419,5520,0,1
37_0_20260419,5012,1,0
37_0_20260419,5015,2,0
37_0_20260419,5911,3,0
37_0_20260419,5912,4,0
37_0_20260419,5913,5,0
37_0_20260419,5914,6,0
37_0_20260419,5915,7,1
37_0_20260419,5916,8,0
37_0_20260419,5917,9,0
37_0_20260419,5918,10,0
37_0_20260419,5319,11,1
37_0_20260419,5380,12,0
37_0_20260419,5381,13,0
37_0_20260419,5382,14,0
37_0_20260419,5383,15,0
37_0_20260419,5384,16,0
37_0_20260419,5385,17,0
37_0_20260419,5386,18,0
37_0_20260419,5388,19,0
37_0_20260419,5389,20,0
37_0_20260419,5390,21,0
37_0_20260419,5391,22,0
37_0_20260419,5392,23,0
37_0_20260419,5393,24,0
37_0_20260419,5394,25,0
37_0_20260419,5395,26,0
37_0_20260419,5327,27,1
37_1_20260419,4396,0,1
37_1_20260419,4395,1,0
37_1_20260419,4394,2,0
37_1_20260419,4393,3,0
37_1_20260419,4392,4,0
37_1_20260419,4391,5,0
37_1_20260419,4390,6,0
37_1_20260419,4389,7,0
37_1_20260419,4388,8,0
37_1_20260419,4387,9,0
37_1_20260419,4386,10,0
37_1_20260419,4385,11,0
37_1_20260419,4384,12,0
37_1_20260419,4383,13,0
37_1_20260419,4382,14,0
37_1_20260419,4381,15,0
37_1_20260419,4320,16,0
37_1_20260419,4319,17,1
37_1_20260419,4918,18,0
37_1_20260419,4917,19,0
37_1_20260419,4916,20,0
37_1_20260419,4915,21,1
37_1_20260419,4914,22,0
37_1_20260419,4913,23,0
37_1_20260419,4912,24,0
37_1_20260419,4911,25,0
37_1_20260419,5519,26,0
37_1_20260419,5520,27,1
736_1_20260419,4396,0,1
736_1_20260419,4395,1,0
736_1_20260419,4394,2,0
736_1_20260419,4393,3,0
736_1_20260419,4392,4,0
736_1_20260419,4391,5,0
736_1_20260419,4390,6,0
736_1_20260419,4389,7,0
736_1_20260419,4388,8,0
736_1_20260419,4387,9,0
736_1_20260419,4386,10,0
736_1_20260419,4385,11,0
736_1_20260419,4306,12,1
736_1_20260419,4305,13,0
736_1_20260419,4384,14,0
736_1_20260419,4383,15,0
736_1_20260419,4382,16,0
736_1_20260419,4381,17,0
736_1_20260419,4320,18,0
736_1_20260419,4319,19,1
736_1_20260419,4918,20,0
736_1_20260419,4917,21,0
736_1_20260419,4916,22,0
736_1_20260419,4915,23,1
736_1_20260419,6906,24,0
736_1_20260419,6908,25,0
736_1_20260419,6909,26,0
736_1_20260419,6013,27,0
736_1_20260419,6010,28,1
JVH_1_20260419,3085,0,1
JVH_1_20260419,3706,1,1
JVH_1_20260419,4459,2,1
JVH_1_20260419,4400,3,1
JVH_1_20260419,4435,4,1
JVH_1_20260419,4450,5,1
JVH_1_20260419,4449,6,1
JVH_1_20260419,5017,7,1
JVH_0_20260419,5017,0,1
JVH_0_20260419,5449,1,1
JVH_0_20260419,5450,2,1
JVH_0_20260419,5435,3,1
JVH_0_20260419,5400,4,1
JVH_0_20260419,5459,5,1
JVH_0_20260419,3806,6,1
JVH_0_20260419,3085,7,1
615_0_20260419,4113,0,1
615_0_20260419,5312,1,0
615_0_20260419,5313,2,0
615_0_20260419,5315,3,0
615_0_20260419,5316,4,0
615_0_20260419,5317,5,0
615_0_20260419,5318,6,0
615_0_20260419,5319,7,1
615_0_20260419,5320,8,0
615_0_20260419,5321,9,0
615_0_20260419,5322,10,0
615_0_20260419,5323,11,0
615_0_20260419,5324,12,0
615_0_20260419,5325,13,0
615_0_20260419,5327,14,0
615_0_20260419,5328,15,0
615_0_20260419,5329,16,0
615_0_20260419,5330,17,0
615_0_20260419,5332,18,1
291_0_20260419,2010,0,1
291_0_20260419,1957,1,1
291_0_20260419,1774,2,1
291_0_20260419,1501,3,1
25_1_20260419,4419,0,1
25_1_20260419,4418,1,0
25_1_20260419,4417,2,0
25_1_20260419,4416,3,0
25_1_20260419,4415,4,0
25_1_20260419,4414,5,0
25_1_20260419,4413,6,0
25_1_20260419,4412,7,0
25_1_20260419,4411,8,0
25_1_20260419,4410,9,0
25_1_20260419,4409,10,0
25_1_20260419,4408,11,0
25_1_20260419,4407,12,0
25_1_20260419,4406,13,0
25_1_20260419,4405,14,0
25_1_20260419,4404,15,0
25_1_20260419,4403,16,0
25_1_20260419,4402,17,0
25_1_20260419,5486,18,0
25_1_20260419,5488,19,0
25_1_20260419,5492,20,0
25_1_20260419,5496,21,0
25_1_20260419,5498,22,0
25_1_20260419,6001,23,1
25_1_20260419,5502,24,0
25_1_20260419,5506,25,0
25_1_20260419,5508,26,0
25_1_20260419,5510,27,0
25_1_20260419,6708,28,0
25_1_20260419,6710,29,0
25_1_20260419,6711,30,1
25_1_20260419,6782,31,0
25_1_20260419,6784,32,0
25_1_20260419,6785,33,0
25_1_20260419,6786,34,1
25_1_20260419,6787,35,0
25_1_20260419,6788,36,0
25_1_20260419,5940,37,0
25_1_20260419,5941,38,0
25_1_20260419,5942,39,0
25_1_20260419,5943,40,0
25_1_20260419,5944,41,0
25_1_20260419,5945,42,0
25_1_20260419,5946,43,0
25_1_20260419,4947,44,1
25_0_20260419,4947,0,1
25_0_20260419,4946,1,0
25_0_20260419,4945,2,0
25_0_20260419,4944,3,0
25_0_20260419,4943,4,0
25_0_20260419,4942,5,0
25_0_20260419,4941,6,0
25_0_20260419,4940,7,0
25_0_20260419,7788,8,0
25_0_20260419,7787,9,0
25_0_20260419,7786,10,1
25_0_20260419,7785,11,0
25_0_20260419,7784,12,0
25_0_20260419,7782,13,0
25_0_20260419,7711,14,0
25_0_20260419,7709,15,1
25_0_20260419,7708,16,0
25_0_20260419,5008,17,0
25_0_20260419,5010,18,0
25_0_20260419,5012,19,0
25_0_20260419,5014,20,0
25_0_20260419,5016,21,1
25_0_20260419,5018,22,0
25_0_20260419,5020,23,0
25_0_20260419,5024,24,0
25_0_20260419,5026,25,0
25_0_20260419,5401,26,0
25_0_20260419,5402,27,0
25_0_20260419,5403,28,0
25_0_20260419,5404,29,0
25_0_20260419,5405,30,0
25_0_20260419,5406,31,0
25_0_20260419,5407,32,0
25_0_20260419,5408,33,0
25_0_20260419,5409,34,0
25_0_20260419,5410,35,0
25_0_20260419,5411,36,0
25_0_20260419,5412,37,0
25_0_20260419,5413,38,0
25_0_20260419,5414,39,0
25_0_20260419,5415,40,0
25_0_20260419,5416,41,0
25_0_20260419,5417,42,0
25_0_20260419,5418,43,0
25_0_20260419,5534,44,0
25_0_20260419,4419,45,1
291_1_20260419,1501,0,1
291_1_20260419,1710,1,1
291_1_20260419,1956,2,1
291_1_20260419,2010,3,1
505_1_20260419,1535,0,1
505_1_20260419,1537,1,0
505_1_20260419,1604,2,0
505_1_20260419,1606,3,0
505_1_20260419,1608,4,0
505_1_20260419,1610,5,0
505_1_20260419,1612,6,0
505_1_20260419,1614,7,0
505_1_20260419,1616,8,0
505_1_20260419,1618,9,0
505_1_20260419,1620,10,0
505_1_20260419,1560,11,0
505_1_20260419,1562,12,0
505_1_20260419,1564,13,0
505_1_20260419,1566,14,0
505_1_20260419,1568,15,0
505_1_20260419,1570,16,0
505_1_20260419,1572,17,0
505_1_20260419,1574,18,0
505_1_20260419,1576,19,0
505_1_20260419,1578,20,0
505_1_20260419,1519,21,1
505_1_20260419,1596,22,0
505_1_20260419,1515,23,1
505_1_20260419,1102,24,0
505_1_20260419,1200,25,0
505_1_20260419,1203,26,1
HVL_1_20260419,UPPE,0,1
HVL_1_20260419,WALL,1,1
HVL_1_20260419,TREN,2,1
HVL_1_20260419,HERE,3,1
HVL_1_20260419,SILV,4,1
HVL_1_20260419,MANO,5,1
HVL_1_20260419,POMA,6,1
HVL_1_20260419,TAIT,7,1
HVL_1_20260419,WING,8,1
HVL_1_20260419,NAEN,9,1
HVL_1_20260419,EPUN,10,1
HVL_1_20260419,WATE,11,1
HVL_1_20260419,WOBU,12,1
HVL_1_20260419,AVA,13,1
HVL_1_20260419,PETO,14,1
HVL_1_20260419,NGAU,15,1
HVL_1_20260419,WELL,16,1
204_0_20260419,4500,0,1
204_0_20260419,4502,1,0
204_0_20260419,4504,2,1
204_0_20260419,4506,3,0
204_0_20260419,4508,4,0
204_0_20260419,4510,5,1
204_0_20260419,1822,6,0
204_0_20260419,4520,7,1
204_0_20260419,4522,8,0
204_0_20260419,4524,9,0
204_0_20260419,4526,10,1
HVL_0_20260419,WELL,0,1
HVL_0_20260419,NGAU,1,1
HVL_0_20260419,PETO,2,1
HVL_0_20260419,AVA,3,1
HVL_0_20260419,WOBU,4,1
HVL_0_20260419,WATE,5,1
HVL_0_20260419,EPUN,6,1
HVL_0_20260419,NAEN,7,1
HVL_0_20260419,WING,8,1
HVL_0_20260419,TAIT,9,1
HVL_0_20260419,POMA,10,1
HVL_0_20260419,MANO,11,1
HVL_0_20260419,SILV,12,1
HVL_0_20260419,HERE,13,1
HVL_0_20260419,TREN,14,1
HVL_0_20260419,WALL,15,1
HVL_0_20260419,UPPE,16,1
955_0_20260419,8546,0,1
955_0_20260419,8361,1,0
955_0_20260419,9361,2,0
955_0_20260419,9362,3,0
955_0_20260419,9363,4,0
955_0_20260419,8329,5,0
955_0_20260419,8322,6,0
955_0_20260419,8321,7,0
955_0_20260419,9366,8,0
955_0_20260419,9367,9,0
955_0_20260419,9368,10,0
955_0_20260419,9369,11,0
955_0_20260419,9370,12,0
955_0_20260419,9371,13,0
955_0_20260419,9372,14,0
955_0_20260419,9373,15,0
955_0_20260419,9374,16,0
955_0_20260419,9375,17,0
955_0_20260419,9376,18,0
955_0_20260419,8377,19,1
955_1_20260419,8377,0,1
955_1_20260419,8376,1,0
955_1_20260419,8375,2,0
955_1_20260419,8374,3,0
955_1_20260419,8373,4,0
955_1_20260419,8372,5,0
955_1_20260419,8371,6,0
955_1_20260419,8370,7,0
955_1_20260419,8369,8,0
955_1_20260419,8366,9,0
955_1_20260419,9321,10,0
955_1_20260419,9322,11,0
955_1_20260419,9329,12,0
955_1_20260419,8363,13,0
955_1_20260419,8362,14,0
955_1_20260419,9360,15,0
955_1_20260419,9461,16,0
955_1_20260419,9462,17,0
955_1_20260419,9463,18,0
955_1_20260419,9464,19,0
955_1_20260419,9465,20,0
955_1_20260419,9466,21,0
955_1_20260419,9567,22,0
955_1_20260419,9568,23,0
955_1_20260419,9569,24,0
955_1_20260419,9548,25,1
170_0_20260419,9130,0,1
170_0_20260419,9131,1,0
170_0_20260419,9132,2,0
170_0_20260419,9135,3,0
170_0_20260419,9136,4,0
170_0_20260419,9140,5,1
170_0_20260419,9142,6,0
170_0_20260419,9143,7,0
170_0_20260419,9144,8,0
170_0_20260419,9145,9,0
170_0_20260419,9146,10,0
170_0_20260419,9147,11,1
170_0_20260419,9748,12,0
170_0_20260419,9901,13,0
170_0_20260419,9902,14,0
170_0_20260419,9903,15,0
170_0_20260419,9904,16,0
170_0_20260419,9905,17,1
170_0_20260419,9906,18,0
170_0_20260419,9907,19,0
170_0_20260419,9908,20,0
170_0_20260419,9909,21,0
170_0_20260419,9910,22,0
170_0_20260419,9911,23,1
170_0_20260419,9918,24,0
170_0_20260419,9919,25,0
170_0_20260419,9920,26,0
170_0_20260419,8921,27,1
170_0_20260419,8920,28,0
170_0_20260419,8919,29,0
170_0_20260419,8918,30,0
170_0_20260419,9912,31,0
170_0_20260419,9913,32,0
170_0_20260419,9915,33,0
170_0_20260419,9916,34,1
170_0_20260419,9917,35,0
170_0_20260419,8911,36,1
170_0_20260419,8910,37,0
170_0_20260419,8909,38,0
170_0_20260419,8908,39,0
170_0_20260419,8907,40,0
170_0_20260419,8905,41,1
170_0_20260419,8904,42,0
170_0_20260419,8903,43,0
170_0_20260419,8902,44,0
170_0_20260419,8901,45,0
170_0_20260419,8748,46,0
170_0_20260419,8147,47,1
170_0_20260419,8146,48,0
170_0_20260419,8145,49,0
170_0_20260419,8143,50,0
170_0_20260419,8142,51,0
170_0_20260419,8140,52,1
170_0_20260419,8136,53,0
170_0_20260419,8135,54,0
170_0_20260419,8160,55,0
170_0_20260419,9130,56,1
MEH_0_20260419,5017,0,1
MEH_0_20260419,3263,1,1
MEH_0_20260419,9001,2,1
MEH_0_20260419,9119,3,1
MEH_0_20260419,9150,4,1
KPL_0_20260419,WELL,0,1
KPL_0_20260419,TAKA,1,1
KPL_0_20260419,REDW,2,1
KPL_0_20260419,TAWA,3,1
KPL_0_20260419,LIND,4,1
KPL_0_20260419,KENE,5,1
KPL_0_20260419,PORI,6,1
KPL_0_20260419,PARE,7,1
KPL_0_20260419,MANA,8,1
KPL_0_20260419,PLIM,9,1
KPL_0_20260419,PUKE,10,1
KPL_0_20260419,PAEK,11,1
KPL_0_20260419,PARA,12,1
KPL_0_20260419,WAIK,13,1
204_1_20260419,4526,0,1
204_1_20260419,4524,1,0
204_1_20260419,4522,2,0
204_1_20260419,4520,3,1
204_1_20260419,1922,4,0
204_1_20260419,4510,5,1
204_1_20260419,4508,6,0
204_1_20260419,4506,7,0
204_1_20260419,1922,8,1
204_1_20260419,1921,9,0
204_1_20260419,1920,10,1
204_1_20260419,4504,11,1
204_1_20260419,4502,12,0
204_1_20260419,4500,13,1
KPL_1_20260419,WAIK,0,1
KPL_1_20260419,PARA,1,1
KPL_1_20260419,PAEK,2,1
KPL_1_20260419,PUKE,3,1
KPL_1_20260419,PLIM,4,1
KPL_1_20260419,MANA,5,1
KPL_1_20260419,PARE,6,1
KPL_1_20260419,PORI,7,1
KPL_1_20260419,KENE,8,1
KPL_1_20260419,LIND,9,1
KPL_1_20260419,TAWA,10,1
KPL_1_20260419,REDW,11,1
KPL_1_20260419,TAKA,12,1
KPL_1_20260419,WELL,13,1
MEH_1_20260419,9150,0,1
MEH_1_20260419,9120,1,1
MEH_1_20260419,8011,2,1
MEH_1_20260419,3256,3,1
MEH_1_20260419,5017,4,1
13_1_20260419,4936,0,1
13_1_20260419,4935,1,0
13_1_20260419,4934,2,0
13_1_20260419,4932,3,0
13_1_20260419,4931,4,0
13_1_20260419,4930,5,0
13_1_20260419,4929,6,0
13_1_20260419,4928,7,0
13_1_20260419,4927,8,0
13_1_20260419,4926,9,0
13_1_20260419,4925,10,0
13_1_20260419,4924,11,0
13_1_20260419,4923,12,0
13_1_20260419,4922,13,0
13_1_20260419,4921,14,0
13_1_20260419,4320,15,0
13_1_20260419,4319,16,1
13_1_20260419,4317,17,0
13_1_20260419,4316,18,0
13_1_20260419,4315,19,0
13_1_20260419,4313,20,0
13_1_20260419,4312,21,0
13_1_20260419,4311,22,0
13_1_20260419,5519,23,0
13_1_20260419,5520,24,1
13_0_20260419,5520,0,1
13_0_20260419,5012,1,0
13_0_20260419,5015,2,0
13_0_20260419,5312,3,0
13_0_20260419,5313,4,1
13_0_20260419,5315,5,0
13_0_20260419,5316,6,0
13_0_20260419,5317,7,0
13_0_20260419,5318,8,0
13_0_20260419,5319,9,1
13_0_20260419,5920,10,0
13_0_20260419,5921,11,0
13_0_20260419,5922,12,0
13_0_20260419,5923,13,0
13_0_20260419,5924,14,0
13_0_20260419,5925,15,0
13_0_20260419,5926,16,0
13_0_20260419,5927,17,0
13_0_20260419,5928,18,0
13_0_20260419,5929,19,0
13_0_20260419,5930,20,0
13_0_20260419,5931,21,0
13_0_20260419,5932,22,0
13_0_20260419,5933,23,0
13_0_20260419,5934,24,0
13_0_20260419,5935,25,0
13_0_20260419,4936,26,1
281_0_20260419,1501,0,1
281_0_20260419,1626,1,0
281_0_20260419,1627,2,0
281_0_20260419,1628,3,0
281_0_20260419,1629,4,1
281_0_20260419,1631,5,0
281_0_20260419,1634,6,0
281_0_20260419,1500,7,1
281_0_20260419,1630,8,0
281_0_20260419,1517,9,0
281_0_20260419,1580,10,0
281_0_20260419,1582,11,0
281_0_20260419,1584,12,0
281_0_20260419,1586,13,0
281_0_20260419,1588,14,0
281_0_20260419,1590,15,0
281_0_20260419,1591,16,0
281_0_20260419,1593,17,0
281_0_20260419,1595,18,1
281_0_20260419,1597,19,0
281_0_20260419,1592,20,0
281_0_20260419,1594,21,0
281_0_20260419,1596,22,0
281_0_20260419,1501,23,1
JVW_1_20260419,3085,0,1
JVW_1_20260419,3706,1,1
JVW_1_20260419,4459,2,1
JVW_1_20260419,4400,3,1
JVW_1_20260419,4435,4,1
JVW_1_20260419,4450,5,1
JVW_1_20260419,4449,6,1
JVW_1_20260419,5017,7,1
JVW_0_20260419,5017,0,1
JVW_0_20260419,5449,1,1
JVW_0_20260419,5450,2,1
JVW_0_20260419,5435,3,1
JVW_0_20260419,5400,4,1
JVW_0_20260419,5459,5,1
JVW_0_20260419,3806,6,1
JVW_0_20260419,3085,7,1
769_0_20260419,6553,0,1
769_0_20260419,7223,1,0
769_0_20260419,7222,2,0
769_0_20260419,7221,3,0
769_0_20260419,7220,4,0
769_0_20260419,7219,5,0
769_0_20260419,7218,6,0
769_0_20260419,6010,7,1
769_0_20260419,7912,8,0
769_0_20260419,7911,9,0
769_0_20260419,7909,10,0
769_0_20260419,7908,11,0
769_0_20260419,7907,12,0
769_0_20260419,5914,13,0
769_0_20260419,5915,14,0
769_0_20260419,5916,15,0
769_0_20260419,5917,16,0
769_0_20260419,5918,17,0
769_0_20260419,5319,18,0
769_0_20260419,5920,19,0
769_0_20260419,5921,20,0
769_0_20260419,5922,21,0
769_0_20260419,5923,22,0
769_0_20260419,5924,23,0
769_0_20260419,5925,24,0
769_0_20260419,5926,25,0
769_0_20260419,5927,26,0
769_0_20260419,5928,27,0
769_0_20260419,5929,28,0
769_0_20260419,5930,29,0
769_0_20260419,5931,30,0
769_0_20260419,5932,31,0
769_0_20260419,5933,32,0
769_0_20260419,5934,33,0
769_0_20260419,5935,34,0
769_0_20260419,5129,35,0
769_0_20260419,5135,36,0
769_0_20260419,4136,37,1
36_0_20260419,5500,0,1
36_0_20260419,5502,1,0
36_0_20260419,5506,2,0
36_0_20260419,5508,3,0
36_0_20260419,5510,4,0
36_0_20260419,5513,5,0
36_0_20260419,5514,6,0
36_0_20260419,5516,7,1
36_0_20260419,6212,8,0
36_0_20260419,6213,9,0
36_0_20260419,6214,10,0
36_0_20260419,6215,11,0
36_0_20260419,6216,12,0
36_0_20260419,6217,13,1
36_0_20260419,6218,14,0
36_0_20260419,6219,15,0
36_0_20260419,6220,16,0
36_0_20260419,6221,17,0
36_0_20260419,6222,18,0
36_0_20260419,6223,19,0
36_0_20260419,6224,20,1
36_0_20260419,6327,21,0
36_0_20260419,6328,22,0
36_0_20260419,6330,23,0
36_0_20260419,6332,24,0
36_0_20260419,6334,25,0
36_0_20260419,6335,26,0
36_0_20260419,6336,27,0
36_0_20260419,6337,28,0
36_0_20260419,7338,29,1
59_0_20260419,3915,0,1
59_0_20260419,3919,1,0
59_0_20260419,3555,2,0
59_0_20260419,3909,3,0
59_0_20260419,3556,4,1
59_0_20260419,3951,5,1
59_0_20260419,3910,6,0
59_0_20260419,3558,7,0
59_0_20260419,3560,8,0
59_0_20260419,3562,9,0
59_0_20260419,3563,10,0
59_0_20260419,3564,11,0
59_0_20260419,3566,12,0
59_0_20260419,3569,13,0
59_0_20260419,3570,14,0
59_0_20260419,3572,15,0
59_0_20260419,3573,16,0
59_0_20260419,3574,17,1
59_0_20260419,3575,18,0
59_0_20260419,3576,19,0
59_0_20260419,3577,20,0
59_0_20260419,3579,21,0
59_0_20260419,3580,22,0
59_0_20260419,3581,23,0
59_0_20260419,3582,24,0
59_0_20260419,3584,25,0
59_0_20260419,3586,26,0
59_0_20260419,3587,27,0
59_0_20260419,3588,28,0
59_0_20260419,3931,29,1
59_0_20260419,3590,30,0
59_0_20260419,3591,31,0
59_0_20260419,3592,32,0
59_0_20260419,3594,33,0
59_0_20260419,3595,34,0
59_0_20260419,3596,35,0
59_0_20260419,3597,36,0
59_0_20260419,3598,37,0
59_0_20260419,3599,38,1
36_1_20260419,7338,0,1
36_1_20260419,7337,1,0
36_1_20260419,7336,2,0
674_0_20260419,4134,5,0
674_0_20260419,4130,6,0
674_0_20260419,5136,7,0
674_0_20260419,5138,8,0
674_0_20260419,5449,9,0
674_0_20260419,5450,10,0
674_0_20260419,5451,11,0
674_0_20260419,5453,12,0
674_0_20260419,5454,13,0
674_0_20260419,5455,14,0
674_0_20260419,5456,15,0
674_0_20260419,5457,16,0
674_0_20260419,5416,17,0
674_0_20260419,5417,18,0
674_0_20260419,5418,19,0
674_0_20260419,5419,20,1
674_0_20260419,5420,21,0
674_0_20260419,5421,22,0
674_0_20260419,5422,23,0
674_0_20260419,5423,24,0
674_0_20260419,5424,25,0
674_0_20260419,5425,26,0
674_0_20260419,5426,27,0
674_0_20260419,5427,28,0
674_0_20260419,5428,29,0
674_0_20260419,5429,30,0
674_0_20260419,5430,31,0
674_0_20260419,5431,32,0
674_0_20260419,5432,33,0
674_0_20260419,5433,34,0
674_0_20260419,3258,35,1
674_1_20260419,3260,0,1
674_1_20260419,4433,1,0
674_1_20260419,4432,2,0
674_1_20260419,4431,3,0
674_1_20260419,4430,4,0
674_1_20260419,4429,5,0
674_1_20260419,4428,6,0
674_1_20260419,4427,7,0
674_1_20260419,4426,8,0
674_1_20260419,4425,9,0
674_1_20260419,4424,10,0
674_1_20260419,4423,11,0
674_1_20260419,4422,12,0
674_1_20260419,4421,13,0
674_1_20260419,4420,14,0
674_1_20260419,4419,15,1
674_1_20260419,4418,16,0
674_1_20260419,4417,17,0
674_1_20260419,4416,18,0
674_1_20260419,4457,19,0
674_1_20260419,4456,20,0
674_1_20260419,4455,21,0
674_1_20260419,4454,22,0
674_1_20260419,4453,23,0
674_1_20260419,4451,24,0
674_1_20260419,4450,25,0
674_1_20260419,4449,26,0
674_1_20260419,4138,27,0
674_1_20260419,4137,28,0
674_1_20260419,5135,29,0
674_1_20260419,4136,30,0
674_1_20260419,4139,31,0
674_1_20260419,5323,32,0
674_1_20260419,5324,33,0
674_1_20260419,4333,34,1
440_1_20260419,2124,0,1
440_1_20260419,2125,1,0
440_1_20260419,2126,2,0
440_1_20260419,2128,3,0
440_1_20260419,2778,4,0
440_1_20260419,2780,5,0
440_1_20260419,2783,6,0
440_1_20260419,2032,7,1
N88_0_20260419,5000,0,1
N88_0_20260419,5002,1,0
N88_0_20260419,5515,2,0
N88_0_20260419,5006,3,0
N88_0_20260419,5008,4,0
N88_0_20260419,5010,5,0
N88_0_20260419,5012,6,0
N88_0_20260419,5014,7,0
N88_0_20260419,5016,8,0
N88_0_20260419,5018,9,0
N88_0_20260419,5020,10,0
N88_0_20260419,5024,11,0
N88_0_20260419,5026,12,0
N88_0_20260419,5028,13,0
N88_0_20260419,3260,14,0
N88_0_20260419,3263,15,0
N88_0_20260419,9099,16,0
N88_0_20260419,9002,17,0
N88_0_20260419,9003,18,0
N88_0_20260419,9004,19,0
N88_0_20260419,9005,20,0
N88_0_20260419,9007,21,0
N88_0_20260419,9008,22,0
N88_0_20260419,9009,23,0
N88_0_20260419,9110,24,0
N88_0_20260419,9111,25,0
N88_0_20260419,9112,26,0
N88_0_20260419,9113,27,0
N88_0_20260419,9114,28,0
N88_0_20260419,8115,29,1
N88_0_20260419,8113,30,0
N88_0_20260419,8159,31,0
N88_0_20260419,8158,32,0
N88_0_20260419,8157,33,0
N88_0_20260419,8155,34,0
N88_0_20260419,8154,35,0
N88_0_20260419,8153,36,0
N88_0_20260419,9731,37,0
N88_0_20260419,9732,38,0
N88_0_20260419,9733,39,0
N88_0_20260419,9735,40,0
N88_0_20260419,9736,41,0
N88_0_20260419,9837,42,0
N88_0_20260419,9838,43,0
N88_0_20260419,9839,44,0
N88_0_20260419,9840,45,0
N88_0_20260419,9841,46,0
N88_0_20260419,9842,47,0
N88_0_20260419,9843,48,0
N88_0_20260419,9844,49,0
N88_0_20260419,9845,50,0
N88_0_20260419,9846,51,0
N88_0_20260419,9847,52,0
N88_0_20260419,9848,53,0
N88_0_20260419,9849,54,0
N88_0_20260419,8862,55,0
N88_0_20260419,9851,56,0
N88_0_20260419,9852,57,0
N88_0_20260419,9853,58,0
N88_0_20260419,9854,59,0
N88_0_20260419,9855,60,0
N88_0_20260419,9856,61,0
N88_0_20260419,9857,62,0
N88_0_20260419,9858,63,1
828_1_20260419,8377,0,1
828_1_20260419,8376,1,0
828_1_20260419,8375,2,0
828_1_20260419,8374,3,0
828_1_20260419,8373,4,0
